Company,SIC,IndustryClassification,Industry,FiscalYearEnd,FiscalYear,Date,Assets,StockholdersEquity,Revenue,NetIncome,ProfitMargin
DIODES INC /DEL/,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2023,12/31/2023,2367659000,1740741000,1661739000,227182000,0.1367
DIODES INC /DEL/,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2022,12/31/2022,2288312000,1513645000,2000580000,331283000,0.1656
DIODES INC /DEL/,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,2194495000,1237242000,1805162000,228763000,0.1267
DIODES INC /DEL/,3674,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,1979457000,963820000,1229215000,98088000,0.0798
DOLLAR GENERAL CORP,5331,General Merchandise Stores,Retail Trade,131,2023,1/31/2024,30795591000,6749119000,38691609000,1661274000,0.0429
DOLLAR GENERAL CORP,5331,General Merchandise Stores,Retail Trade,131,2022,1/31/2023,29083367000,5541772000,37844863000,2415989000,0.0638
DOLLAR GENERAL CORP,5331,General Merchandise Stores,Retail Trade,131,2021,1/31/2022,26327371000,6261986000,34220449000,2399232000,0.0701
DOLLAR GENERAL CORP,5331,General Merchandise Stores,Retail Trade,131,2020,1/31/2021,25862624000,6661238000,33746839000,2655050000,0.0787
RR DONNELLEY & SONS CO,2750,Printing & Publishing,Manufacturing,1231,2021,12/31/2021,3131400000,-178700000,4963700000,3700000,0.0007
RR DONNELLEY & SONS CO,2750,Printing & Publishing,Manufacturing,1231,2020,12/31/2020,3130900000,-257700000,4766300000,98500000,0.0207
"AIR PRODUCTS & CHEMICALS, INC.",2810,Chemical & Allied Products,Manufacturing,930,2023,9/30/2023,32002500000,14312900000,12600000000,2300200000,0.1826
"AIR PRODUCTS & CHEMICALS, INC.",2810,Chemical & Allied Products,Manufacturing,930,2022,9/30/2022,27192600000,13144000000,12698600000,2256100000,0.1777
AIR PRODUCTS & CHEMICALS INC /DE/,2810,Chemical & Allied Products,Manufacturing,930,2021,9/30/2021,26859200000,13539700000,10323000000,2099100000,0.2033
DOVER CORP,3530,Industrial Machinery & Equipment,Manufacturing,1231,2023,12/31/2023,11348513000,5106605000,8438134000,1056828000,0.1252
DOVER CORP,3530,Industrial Machinery & Equipment,Manufacturing,1231,2022,12/31/2022,10896519000,4286366000,8508088000,1065376000,0.1252
OMNICOM GROUP INC.,7311,Business Services,Services,1231,2023,12/31/2023,28044600000,3616300000,14692200000,1391400000,0.0947
OMNICOM GROUP INC.,7311,Business Services,Services,1231,2022,12/31/2022,27002500000,3252100000,14289100000,1316500000,0.0921
OMNICOM GROUP INC.,7311,Business Services,Services,1231,2021,12/31/2021,28421800000,3270200000,14289400000,1407800000,0.0985
OMNICOM GROUP INC.,7311,Business Services,Services,1231,2020,12/31/2020,27647200000,3084400000,13171100000,945400000,0.0718
DUCOMMUN INC /DE/,3728,Transportation Equipment,Manufacturing,1231,2023,12/31/2023,1120919000,636094000,756992000,15928000,0.0210
DUCOMMUN INC /DE/,3728,Transportation Equipment,Manufacturing,1231,2022,12/31/2022,1021506000,525960000,712537000,28789000,0.0404
DUCOMMUN INC /DE/,3728,Transportation Equipment,Manufacturing,1231,2021,12/31/2021,978735000,474602000,645413000,135536000,0.2100
DUCOMMUN INC /DE/,3728,Transportation Equipment,Manufacturing,1231,2020,12/31/2020,837347000,329334000,628941000,29174000,0.0464
FLOWSERVE CORP,3561,Industrial Machinery & Equipment,Manufacturing,1231,2023,12/31/2023,5108719000,1936100000,0,186743000,
FLOWSERVE CORP,3561,Industrial Machinery & Equipment,Manufacturing,1231,2022,12/31/2022,4790634000,1824993000,0,188689000,
FLOWSERVE CORP,3561,Industrial Machinery & Equipment,Manufacturing,1231,2021,12/31/2021,4749768000,1804319000,0,125949000,
FLOWSERVE CORP,3561,Industrial Machinery & Equipment,Manufacturing,1231,2020,12/31/2020,5314677000,1732470000,0,116326000,
WENDY'S CO,5810,Eating & Drinking Places,Retail Trade,1231,2023,12/31/2023,5182826000,309779000,2181578000,204440000,0.0937
WENDY'S CO,5810,Eating & Drinking Places,Retail Trade,1231,2022,12/31/2022,5499344000,465720000,2095505000,177370000,0.0846
WENDY'S CO,5810,Eating & Drinking Places,Retail Trade,1231,2021,12/31/2021,5101391000,436405000,1896998000,200392000,0.1056
WENDY'S CO,5810,Eating & Drinking Places,Retail Trade,1231,2020,12/31/2020,5040006000,549596000,1733825000,117832000,0.0680
SENSIENT TECHNOLOGIES CORP,2860,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,2014507000,1053324000,1456450000,93394000,0.0641
SENSIENT TECHNOLOGIES CORP,2860,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,1981614000,999598000,1437039000,140887000,0.0980
SENSIENT TECHNOLOGIES CORP,2860,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,1745493000,938425000,1380264000,118745000,0.0860
SENSIENT TECHNOLOGIES CORP,2860,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,1740860000,934336000,1332001000,109472000,0.0822
"MERCK & CO., INC.",2834,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,1.06675E+11,37581000000,60115000000,365000000,0.0061
"MERCK & CO., INC.",2834,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,1.0916E+11,45991000000,59283000000,14519000000,0.2449
"MERCK & CO., INC.",2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,1.05694E+11,38184000000,48704000000,13049000000,0.2679
"MERCK & CO., INC.",2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,91588000000,25317000000,47994000000,7067000000,0.1472
EASTERN CO,3420,Fabricated Metal Products,Manufacturing,1231,2023,12/31/2023,252039201,132480584,273454857,8585002,0.0314
EASTERN CO,3420,Fabricated Metal Products,Manufacturing,1231,2022,12/31/2022,261523033,126614695,279265146,12301918,0.0441
EASTERN CO,3420,Fabricated Metal Products,Manufacturing,1231,2021,12/31/2021,266328935,114602264,246522823,9349171,0.0379
EASTERN CO,3420,Fabricated Metal Products,Manufacturing,1231,2020,12/31/2020,275528354,104306459,240403114,5405522,0.0225
EASTMAN KODAK CO,3861,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,2355000000,931000000,1117000000,75000000,0.0671
EASTMAN KODAK CO,3861,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,2285000000,1041000000,1205000000,26000000,0.0216
HAEMONETICS CORP,3841,Instruments & Related Products,Manufacturing,331,2023,3/31/2024,2195591000,959959000,1309055000,117558000,0.0898
DANAHER CORP /DE/,3823,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,84488000000,53486000000,23890000000,4764000000,0.1994
DANAHER CORP /DE/,3823,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,84350000000,50082000000,31471000000,7209000000,0.2291
DANAHER CORP /DE/,3823,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,83184000000,45167000000,29453000000,6433000000,0.2184
DANAHER CORP /DE/,3823,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,76161000000,39766000000,22284000000,3646000000,0.1636
CHURCH & DWIGHT CO INC /DE/,2840,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,8569200000,3855400000,5867900000,755600000,0.1288
CHURCH & DWIGHT CO INC /DE/,2840,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,8345600000,3489900000,5375600000,413900000,0.0770
CHURCH & DWIGHT CO INC /DE/,2840,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,7996500000,3233200000,5190100000,827500000,0.1594
CHURCH & DWIGHT CO INC /DE/,2840,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,7414500000,3020400000,4895800000,785900000,0.1605
MCEWEN MINING INC.,1040,"Metal, Mining",Mining,1231,2020,12/31/2020,499936000,365328000,104789000,-152325000,-1.4536
ECOLAB INC.,2840,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,21846600000,8044700000,15320200000,1372300000,0.0896
ECOLAB INC.,2840,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,21464300000,7236100000,14187800000,1091700000,0.0769
ECOLAB INC.,2840,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,21206400000,7224200000,12733100000,1129900000,0.0887
ECOLAB INC.,2840,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,18126000000,6166500000,11790200000,-1205100000,-0.1022
VALARIS LTD,1381,Oil & Gas Extraction,Mining,1231,2023,12/31/2023,4322200000,1987600000,1784200000,865400000,0.4850
VALARIS LTD,1381,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,2860300000,1289900000,1602500000,176500000,0.1101
VALARIS PLC,1381,Oil & Gas Extraction,Mining,1231,2020,12/31/2020,12873200000,4374600000,1427200000,-4855500000,-3.4021
DEERE & CO,3523,Industrial Machinery & Equipment,Manufacturing,1031,2023,10/31/2023,1.04087E+11,21785000000,61251000000,10166000000,0.1660
DEERE & CO,3523,Industrial Machinery & Equipment,Manufacturing,1031,2022,10/31/2022,90030000000,20262000000,52577000000,7131000000,0.1356
DEERE & CO,3523,Industrial Machinery & Equipment,Manufacturing,1031,2021,10/31/2021,84114000000,18431000000,44024000000,5963000000,0.1354
ROBERT HALF INC.,7363,Business Services,Services,1231,2023,12/31/2023,3010789000,1588351000,6392517000,411146000,0.0643
ROBERT HALF INTERNATIONAL INC.,7363,Business Services,Services,1231,2022,12/31/2022,2964488000,1568558000,7238142000,657919000,0.0909
ROBERT HALF INTERNATIONAL INC.,7363,Business Services,Services,1231,2021,12/31/2021,2952359000,1381051000,6461444000,598626000,0.0926
ROBERT HALF INTERNATIONAL INC.,7363,Business Services,Services,1231,2020,12/31/2020,2557424000,1205289000,5109000000,306276000,0.0599
AON PLC,6411,"Insurance Agents, Brokers, & Service","Finance, Insurance, & Real Estate",1231,2023,12/31/2023,33959000000,-826000000,13376000000,2564000000,0.1917
AON PLC,6411,"Insurance Agents, Brokers, & Service","Finance, Insurance, & Real Estate",1231,2022,12/31/2022,32704000000,-529000000,12479000000,2589000000,0.2075
AON PLC,6411,"Insurance Agents, Brokers, & Service","Finance, Insurance, & Real Estate",1231,2021,12/31/2021,31917000000,1061000000,12193000000,1255000000,0.1029
AON PLC,6411,"Insurance Agents, Brokers, & Service","Finance, Insurance, & Real Estate",1231,2020,12/31/2020,32114000000,3495000000,11066000000,1969000000,0.1779
HURCO COMPANIES INC,3823,Instruments & Related Products,Manufacturing,1031,2023,10/31/2023,290589000,222231000,227807000,4389000,0.0193
HURCO COMPANIES INC,3823,Instruments & Related Products,Manufacturing,1031,2022,10/31/2022,306237000,222644000,250814000,8226000,0.0328
HURCO COMPANIES INC,3823,Instruments & Related Products,Manufacturing,1031,2021,10/31/2021,332935000,238419000,235195000,6764000,0.0288
HURCO COMPANIES INC,3823,Instruments & Related Products,Manufacturing,1031,2020,10/31/2020,295655000,231148000,170627000,-6247000,-0.0366
RANGE RESOURCES CORP,1311,Oil & Gas Extraction,Mining,1231,2023,12/31/2023,7203885000,3765551000,3374418000,871142000,0.2582
RANGE RESOURCES CORP,1311,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,6625562000,2876006000,4146803000,1183370000,0.2854
RANGE RESOURCES CORP,1311,Oil & Gas Extraction,Mining,1231,2021,12/31/2021,6660507000,2085663000,2930223000,411778000,0.1405
RANGE RESOURCES CORP,1311,Oil & Gas Extraction,Mining,1231,2020,12/31/2020,6136936000,1637535000,1968697000,-711777000,-0.3615
BLUEGREEN VACATIONS HOLDING CORP,6500,Real Estate,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,1398385000,171660000,919429000,64385000,0.0700
BLUEGREEN VACATIONS HOLDING CORP,6500,Real Estate,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,1210512000,243433000,757113000,58730000,0.0776
BLUEGREEN VACATIONS HOLDING CORP,6500,Real Estate,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,1250119000,187883000,519471000,-80529000,-0.1550
EDUCATIONAL DEVELOPMENT CORP,5190,Wholesale Trade – Nondurable Goods,Wholesale Trade,228,2021,2/28/2022,109933700,46765500,142228800,8306800,0.0584
SCHWAB CHARLES CORP,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,4.93178E+11,40958000000,18837000000,5067000000,0.2690
SCHWAB CHARLES CORP,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,5.51772E+11,36608000000,20762000000,7183000000,0.3460
SCHWAB CHARLES CORP,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,6.6727E+11,56261000000,18520000000,5855000000,0.3161
SCHWAB CHARLES CORP,6211,Security & Commodity Brokers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,5.49009E+11,56060000000,11691000000,3299000000,0.2822
"COCA-COLA CONSOLIDATED, INC.",2086,Food & Kindred Products,Manufacturing,1231,2023,12/31/2023,4288942000,1435598000,6653858000,408375000,0.0614
"COCA-COLA CONSOLIDATED, INC.",2086,Food & Kindred Products,Manufacturing,1231,2020,12/31/2020,3222450000,512990000,5007357000,172493000,0.0344
"DIGITAL TURBINE, INC.",6794,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",331,2023,3/31/2024,865540000,213932000,544482000,-420228000,-0.7718
"DIGITAL TURBINE, INC.",6794,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",331,2022,3/31/2023,1266556000,605196000,665920000,16673000,0.0250
"DIGITAL TURBINE, INC.",6794,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",331,2021,3/31/2022,1458509000,514571000,747596000,35546000,0.0475
"DIGITAL TURBINE, INC.",6794,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",331,2020,3/31/2021,260369000,145112000,313579000,54884000,0.1750
"REVVITY, INC.",3826,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,13564665000,7872739000,2750571000,693094000,0.2520
PERKINELMER INC,3826,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,14129855000,7382876000,3311822000,569179000,0.1719
PERKINELMER INC,3826,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,15000554000,7141245000,5067169000,943157000,0.1861
PERKINELMER INC,3826,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,7960315000,3735492000,3782745000,727887000,0.1924
AMGEN INC,2836,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,97154000000,6232000000,28190000000,6717000000,0.2383
AMGEN INC,2836,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,65121000000,3661000000,26323000000,6552000000,0.2489
AMGEN INC,2836,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,61165000000,6700000000,25979000000,5893000000,0.2268
AMGEN INC,2836,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,62948000000,9409000000,25424000000,7264000000,0.2857
PEOPLES BANCORP INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,9157382000,1053534000,79500000,113363000,1.4259
PEOPLES BANCORP INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,7207304000,785328000,69956000,101292000,1.4479
PEOPLES BANCORP INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,7063521000,845025000,197000,47555000,241.3959
PEOPLES BANCORP INC,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,4760764000,575673000,647000,34767000,53.7357
TEAM INC,7600,Miscellaneous Repair Services,Services,1231,2021,12/31/2021,704485000,51867000,874553000,-186019000,-0.2127
TEAM INC,7600,Miscellaneous Repair Services,Services,1231,2020,12/31/2020,730975000,214603000,852539000,-237203000,-0.2782
KLA CORP,3827,Instruments & Related Products,Manufacturing,630,2024,6/30/2024,15433566000,3368328000,9812247000,2761896000,0.2815
KLA CORP,3827,Instruments & Related Products,Manufacturing,630,2023,6/30/2023,14072357000,2919753000,10496056000,3387277000,0.3227
KLA CORP,3827,Instruments & Related Products,Manufacturing,630,2022,6/30/2022,12597088000,1401351000,9211883000,3321807000,0.3606
KLA CORP,3827,Instruments & Related Products,Manufacturing,630,2021,6/30/2021,10271124000,3377554000,6918734000,2078292000,0.3004
CECO ENVIRONMENTAL CORP,3564,Industrial Machinery & Equipment,Manufacturing,1231,2023,12/31/2023,600291000,232643000,544845000,12911000,0.0237
CECO ENVIRONMENTAL CORP,3564,Industrial Machinery & Equipment,Manufacturing,1231,2022,12/31/2022,504721000,213224000,422627000,17417000,0.0412
CECO ENVIRONMENTAL CORP,3564,Industrial Machinery & Equipment,Manufacturing,1231,2021,12/31/2021,416197000,204554000,324140000,1426000,0.0044
CECO ENVIRONMENTAL CORP,3564,Industrial Machinery & Equipment,Manufacturing,1231,2020,12/31/2020,419314000,202658000,316011000,8211000,0.0260
TELOS CORP,7373,Business Services,Services,1231,2023,12/31/2023,208699000,159003000,145378000,-34422000,-0.2368
"NIKE, INC.",3021,Rubber & Miscellaneous Plastics Products,Manufacturing,531,2024,5/31/2024,38110000000,14430000000,51362000000,5700000000,0.1110
"NIKE, INC.",3021,Rubber & Miscellaneous Plastics Products,Manufacturing,531,2023,5/31/2023,37531000000,14004000000,51217000000,5070000000,0.0990
"NIKE, INC.",3021,Rubber & Miscellaneous Plastics Products,Manufacturing,531,2022,5/31/2022,40321000000,15281000000,46710000000,6046000000,0.1294
"NIKE, INC.",3021,Rubber & Miscellaneous Plastics Products,Manufacturing,531,2021,5/31/2021,37740000000,12767000000,44538000000,5727000000,0.1286
APPLE INC,3571,Industrial Machinery & Equipment,Manufacturing,930,2023,9/30/2023,3.52583E+11,62146000000,3.83E+11,96995000000,0.2531
APPLE INC,3571,Industrial Machinery & Equipment,Manufacturing,930,2022,9/30/2022,3.52755E+11,50672000000,3.94E+11,99803000000,0.2531
APPLE INC,3571,Industrial Machinery & Equipment,Manufacturing,930,2021,9/30/2021,3.51002E+11,63090000000,3.66E+11,94680000000,0.2588
GLOBE LIFE INC.,6311,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,28051499000,4486803000,5447533000,970755000,0.1782
GLOBE LIFE INC.,6311,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,25537159000,4895861000,5214906000,739704000,0.1418
GLOBE LIFE INC.,6311,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,29768048000,8642806000,5112869000,744959000,0.1457
GLOBE LIFE INC.,6311,Insurance Carriers,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,29046731000,8771092000,4737921000,731773000,0.1545
EMERSON ELECTRIC CO,3600,Electronic & Other Electric Equipment,Manufacturing,930,2023,9/30/2023,42746000000,20689000000,15165000000,13219000000,0.8717
EMERSON ELECTRIC CO,3600,Electronic & Other Electric Equipment,Manufacturing,930,2022,9/30/2022,35672000000,10364000000,19629000000,3231000000,0.1646
